pattern_id,pattern_name,pattern_subheading,pattern_company,pattern_number,pattern_thumbnail,pattern_size
841,Mirounga leonina,Action,American Health Packaging,841,http://dummyimage.com/187x100.png/ff4444/ffffff,XS
842,Pandon haliaetus,Drama,Uriel Pharmacy Inc.,842,http://dummyimage.com/179x100.png/5fa2dd/ffffff,2XL
843,Mirounga angustirostris,Drama,ALVOGEN INC.,843,http://dummyimage.com/233x100.png/cc0000/ffffff,XS
844,Globicephala melas,Drama,Heel Inc,844,http://dummyimage.com/232x100.png/cc0000/ffffff,2XL
845,Pituophis melanaleucus,Drama,REMEDYREPACK INC.,845,http://dummyimage.com/118x100.png/ff4444/ffffff,3XL
846,Oreamnos americanus,Crime|Documentary|Drama,Medimetriks Pharmaceuticals,846,http://dummyimage.com/203x100.png/ff4444/ffffff,3XL
847,Canis mesomelas,Documentary,Natural Health Supply,847,http://dummyimage.com/211x100.png/cc0000/ffffff,S
848,Threskionis aethiopicus,Comedy,"APP Pharmaceuticals, LLC",848,http://dummyimage.com/210x100.png/ff4444/ffffff,M
849,Anas platyrhynchos,Adventure|Comedy|Crime|Romance,Nash Finch,849,http://dummyimage.com/231x100.png/ff4444/ffffff,XL
850,Morelia spilotes variegata,Action|Adventure|Drama|Sci-Fi|Thriller,"Dharma Research, inc.",850,http://dummyimage.com/164x100.png/ff4444/ffffff,M
851,Cereopsis novaehollandiae,Comedy|Drama,REMEDYREPACK INC.,851,http://dummyimage.com/230x100.png/ff4444/ffffff,XS
852,Eubalaena australis,Comedy,Space Brands Limited,852,http://dummyimage.com/131x100.png/cc0000/ffffff,3XL
853,Macropus fuliginosus,Documentary,Sanum Kehlbeck GmbH & Co. KG,853,http://dummyimage.com/192x100.png/5fa2dd/ffffff,XS
854,Lorythaixoides concolor,Comedy,"APP Pharmaceuticals, LLC",854,http://dummyimage.com/250x100.png/ff4444/ffffff,3XL
855,Pteropus rufus,Comedy|Drama|Romance,"Nelco Laboratories, Inc.",855,http://dummyimage.com/144x100.png/cc0000/ffffff,S
856,Lamprotornis superbus,Comedy,Ross Healthcare Inc.,856,http://dummyimage.com/114x100.png/ff4444/ffffff,2XL
857,Choloepus hoffmani,Animation|Comedy|Musical,"BioActive Nutritional, Inc.",857,http://dummyimage.com/196x100.png/5fa2dd/ffffff,S
858,Larus dominicanus,Drama|War,"Taro Pharmaceuticals U.S.A., Inc.",858,http://dummyimage.com/225x100.png/dddddd/000000,S
859,Aonyx capensis,Action|Adventure|Fantasy,"H.J. Harkins Company, Inc.",859,http://dummyimage.com/183x100.png/ff4444/ffffff,S
860,Semnopithecus entellus,Drama,McKesson,860,http://dummyimage.com/115x100.png/dddddd/000000,S
861,Haematopus ater,Drama,"Nelco Laboratories, Inc.",861,http://dummyimage.com/189x100.png/ff4444/ffffff,M
862,Ardea golieth,Film-Noir|Thriller,H E B,862,http://dummyimage.com/238x100.png/ff4444/ffffff,S
863,Macropus robustus,Comedy,Kmart Corporation,863,http://dummyimage.com/240x100.png/dddddd/000000,2XL
864,Catharacta skua,Comedy|Romance,"Avon Products, Inc.",864,http://dummyimage.com/145x100.png/dddddd/000000,S
865,Libellula quadrimaculata,Comedy|Romance,"Ascend Laboratories, LLC",865,http://dummyimage.com/245x100.png/dddddd/000000,XL
866,Spilogale gracilis,Comedy,West-ward Pharmaceutical Corp.,866,http://dummyimage.com/109x100.png/cc0000/ffffff,L
867,Himantopus himantopus,Comedy,Ventura Corporation LTD,867,http://dummyimage.com/113x100.png/5fa2dd/ffffff,3XL
868,Choloepus hoffmani,Action|War,Bryant Ranch Prepack,868,http://dummyimage.com/205x100.png/dddddd/000000,3XL
869,Phalaropus lobatus,Documentary,Neutrogena Corporation,869,http://dummyimage.com/146x100.png/dddddd/000000,XS
870,Aegypius occipitalis,Children|Comedy|Fantasy,ReadyMeds,870,http://dummyimage.com/178x100.png/cc0000/ffffff,XL
871,Aegypius tracheliotus,Comedy|Crime|Drama|Musical,Neutrogena Corporation,871,http://dummyimage.com/185x100.png/dddddd/000000,M
872,Gerbillus sp.,Horror,Rebel Distributors Corp,872,http://dummyimage.com/224x100.png/5fa2dd/ffffff,XS
873,Anitibyx armatus,Children|Comedy|Fantasy,"Jets, Sets, & Elephants Beauty Corp.",873,http://dummyimage.com/133x100.png/cc0000/ffffff,S
874,Chauna torquata,Action|Drama|War,"Akorn, Inc.",874,http://dummyimage.com/124x100.png/cc0000/ffffff,2XL
875,Thalasseus maximus,Adventure|Drama|Western,Cosmetic Enterprises Ltd.,875,http://dummyimage.com/129x100.png/cc0000/ffffff,3XL
876,Chelodina longicollis,Comedy|Fantasy|Romance,"WOONSOCKET PRESCRIPTION CENTER,INCORPORATED",876,http://dummyimage.com/161x100.png/ff4444/ffffff,3XL
877,Dusicyon thous,Action|Adventure|Thriller,REMEDYREPACK INC.,877,http://dummyimage.com/114x100.png/ff4444/ffffff,S
878,Alopex lagopus,Fantasy|Mystery,"Lupin Pharmaceuticals, Inc.",878,http://dummyimage.com/159x100.png/ff4444/ffffff,2XL
879,Merops sp.,Crime|Thriller,"Alcon Laboratories, Inc.",879,http://dummyimage.com/194x100.png/dddddd/000000,S
880,Larus dominicanus,Drama|Mystery,State of Florida DOH Central Pharmacy,880,http://dummyimage.com/235x100.png/ff4444/ffffff,M
881,Globicephala melas,Drama|War,Cadila Healthcare Limited,881,http://dummyimage.com/233x100.png/dddddd/000000,2XL
882,Bassariscus astutus,Comedy|Drama|Mystery|Thriller,Uriel Pharmacy Inc.,882,http://dummyimage.com/147x100.png/5fa2dd/ffffff,3XL
883,Phalacrocorax albiventer,Horror|Thriller,Exelan Pharmaceuticals Inc.,883,http://dummyimage.com/236x100.png/cc0000/ffffff,M
884,Neophoca cinerea,Comedy|Drama|Romance,Cardinal Health,884,http://dummyimage.com/148x100.png/ff4444/ffffff,XL
885,unavailable,Comedy|Drama|Romance,"KANTIAN SKINCARE, LLC",885,http://dummyimage.com/219x100.png/dddddd/000000,M
886,Haematopus ater,Comedy|Crime,Wakefern Food Corporation,886,http://dummyimage.com/151x100.png/cc0000/ffffff,3XL
887,Haliaetus leucogaster,Drama|Horror|Mystery|Thriller,Bryant Ranch Prepack,887,http://dummyimage.com/195x100.png/cc0000/ffffff,S
888,Macaca mulatta,Drama,Mylan Pharmaceuticals Inc.,888,http://dummyimage.com/199x100.png/cc0000/ffffff,L
889,Recurvirostra avosetta,Drama|Horror,"Tarte, Inc",889,http://dummyimage.com/168x100.png/cc0000/ffffff,2XL
890,Butorides striatus,Drama,Cardinal Health,890,http://dummyimage.com/241x100.png/ff4444/ffffff,S
891,Felis wiedi or Leopardus weidi,Action|Adventure|Comedy,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",891,http://dummyimage.com/173x100.png/5fa2dd/ffffff,XL
892,Choloepus hoffmani,Crime|Drama|Thriller,"PD-Rx Pharmaceuticals, Inc.",892,http://dummyimage.com/185x100.png/dddddd/000000,2XL
893,Columba palumbus,(no genres listed),"Whisk Products, Inc.",893,http://dummyimage.com/214x100.png/ff4444/ffffff,XS
894,Delphinus delphis,Comedy,Apotheca Company,894,http://dummyimage.com/181x100.png/dddddd/000000,M
895,Centrocercus urophasianus,Action|Crime|Thriller,"Nelco Laboratories, Inc.",895,http://dummyimage.com/172x100.png/ff4444/ffffff,2XL
896,Pytilia melba,Romance|Western,Baxter Healthcare Corporation,896,http://dummyimage.com/158x100.png/cc0000/ffffff,2XL
897,Tursiops truncatus,Drama|Musical|Romance,Colgate-Palmolive,897,http://dummyimage.com/145x100.png/cc0000/ffffff,XS
898,Manouria emys,Action|Adventure|Thriller,Camber Pharmaceuticals,898,http://dummyimage.com/152x100.png/5fa2dd/ffffff,S
899,Corallus hortulanus cooki,Drama,Meijer Distribution Inc,899,http://dummyimage.com/182x100.png/ff4444/ffffff,3XL
900,Gekko gecko,Drama,"Newton Laboratories, Inc.",900,http://dummyimage.com/249x100.png/5fa2dd/ffffff,2XL
901,Ninox superciliaris,Drama|Romance,Legacy Pharmaceutical Packaging,901,http://dummyimage.com/166x100.png/5fa2dd/ffffff,S
902,Dasyurus viverrinus,Action|Adventure|Drama,REMEDYREPACK INC.,902,http://dummyimage.com/177x100.png/5fa2dd/ffffff,S
903,Macropus eugenii,Horror,Teva Pharmaceuticals USA Inc,903,http://dummyimage.com/104x100.png/ff4444/ffffff,3XL
904,Grus canadensis,Crime|Drama,"Laboratorios Jaloma, S.A. de C.V.",904,http://dummyimage.com/164x100.png/5fa2dd/ffffff,XS
905,Parus atricapillus,Horror,Rite Aid,905,http://dummyimage.com/110x100.png/dddddd/000000,L
906,Tadorna tadorna,Drama,Eli Lilly and Company,906,http://dummyimage.com/234x100.png/5fa2dd/ffffff,M
907,Hystrix cristata,Comedy|Drama,THE KROGER CO,907,http://dummyimage.com/100x100.png/ff4444/ffffff,XL
908,Streptopelia decipiens,Action|Thriller,Colgate-Palmolive Company,908,http://dummyimage.com/193x100.png/dddddd/000000,2XL
909,Camelus dromedarius,Drama,Lake Erie Medical DBA Quality Care Products LLC,909,http://dummyimage.com/212x100.png/ff4444/ffffff,3XL
910,Loxodonta africana,Romance|Western,Mylan Institutional Inc.,910,http://dummyimage.com/208x100.png/5fa2dd/ffffff,XS
911,Libellula quadrimaculata,Comedy,Eight and Company,911,http://dummyimage.com/217x100.png/ff4444/ffffff,XL
912,Phalaropus lobatus,Comedy,"Continental Manufacturing Chemist, Inc.",912,http://dummyimage.com/132x100.png/ff4444/ffffff,3XL
913,Drymarchon corias couperi,Thriller,Laboratoires Clarins S.A.,913,http://dummyimage.com/249x100.png/cc0000/ffffff,S
914,Lorythaixoides concolor,Animation|Children|Comedy,Freds Inc,914,http://dummyimage.com/230x100.png/cc0000/ffffff,2XL
915,Epicrates cenchria maurus,Crime|Drama,"Johnson & Johnson Consumer Products Company, Division of Johnson & Johnson Consumer Companies, Inc.",915,http://dummyimage.com/212x100.png/5fa2dd/ffffff,M
916,Proteles cristatus,Comedy|Horror,Cardinal Health,916,http://dummyimage.com/195x100.png/cc0000/ffffff,S
917,Isoodon obesulus,Action|Thriller,Sandoz Inc,917,http://dummyimage.com/198x100.png/dddddd/000000,S
918,Tachybaptus ruficollis,Comedy|Romance,"Actavis Pharma, Inc.",918,http://dummyimage.com/226x100.png/ff4444/ffffff,M
919,Galago crassicaudataus,Children|Drama,Aztex Enterprises,919,http://dummyimage.com/217x100.png/dddddd/000000,M
920,Anastomus oscitans,Romance,"Carlsbad Technology, Inc",920,http://dummyimage.com/169x100.png/5fa2dd/ffffff,M
921,Panthera onca,Adventure|Drama,Rebel Distributors Corp,921,http://dummyimage.com/167x100.png/dddddd/000000,M
922,Heloderma horridum,Western,"Aphena Pharma Solutions - Tennessee, Inc.",922,http://dummyimage.com/176x100.png/5fa2dd/ffffff,3XL
923,Oxybelis fulgidus,Crime|Drama,Mylan Pharmaceuticals Inc.,923,http://dummyimage.com/105x100.png/dddddd/000000,3XL
924,Sagittarius serpentarius,Comedy|Crime|Thriller,Cardinal Health,924,http://dummyimage.com/140x100.png/ff4444/ffffff,XL
925,Callorhinus ursinus,Documentary,Wellco Brands LLC,925,http://dummyimage.com/193x100.png/cc0000/ffffff,M
926,Balearica pavonina,Adventure|Animation|Fantasy,"AMI Cosmetic Co.,Ltd.",926,http://dummyimage.com/190x100.png/cc0000/ffffff,S
927,Columba palumbus,Animation|Children|Fantasy|Mystery,The Kroger Co.,927,http://dummyimage.com/162x100.png/ff4444/ffffff,M
928,Megaderma spasma,Drama,Fred's Inc.,928,http://dummyimage.com/190x100.png/dddddd/000000,S
929,Haliaetus vocifer,Adventure|Animation|Children,RITE AID CORPORATION,929,http://dummyimage.com/231x100.png/dddddd/000000,2XL
930,Laniaurius atrococcineus,Horror|Sci-Fi|Thriller,"CarWin Pharmaceutical Associates, LLC",930,http://dummyimage.com/132x100.png/5fa2dd/ffffff,M
931,Sylvilagus floridanus,Crime|Drama|Romance,L. Perrigo Company,931,http://dummyimage.com/162x100.png/5fa2dd/ffffff,2XL
932,Chauna torquata,Comedy|Drama|War,Roerig,932,http://dummyimage.com/195x100.png/5fa2dd/ffffff,XL
933,Chauna torquata,Drama,Physicians Care Alliance dba PCA Skin,933,http://dummyimage.com/100x100.png/dddddd/000000,XS
934,Stercorarius longicausus,Horror|Sci-Fi|Thriller,"Paddock Laboratories, LLC",934,http://dummyimage.com/149x100.png/ff4444/ffffff,2XL
935,Paraxerus cepapi,Drama,Hyland's,935,http://dummyimage.com/178x100.png/ff4444/ffffff,3XL
936,Fulica cristata,Comedy,CVS Pharmacy,936,http://dummyimage.com/126x100.png/5fa2dd/ffffff,3XL
937,Tachyglossus aculeatus,Documentary,"Chester Packaging, LLC",937,http://dummyimage.com/106x100.png/cc0000/ffffff,XS
938,Eudyptula minor,Documentary,Rebel Distributors Corp,938,http://dummyimage.com/163x100.png/5fa2dd/ffffff,M
939,Gyps bengalensis,Drama,"Pro Chem, Incorporated",939,http://dummyimage.com/110x100.png/cc0000/ffffff,S
940,unavailable,Animation|Comedy,CLINIQUE LABORATORIES INC,940,http://dummyimage.com/131x100.png/dddddd/000000,XL
941,Macropus giganteus,Drama,Dr. Reddy's Laboratories Limited,941,http://dummyimage.com/220x100.png/5fa2dd/ffffff,2XL
942,Bos taurus,Drama,BioActive Nutritional,942,http://dummyimage.com/195x100.png/cc0000/ffffff,S
943,Geococcyx californianus,Fantasy|Horror,Walgreens,943,http://dummyimage.com/240x100.png/5fa2dd/ffffff,XS
944,Mirounga leonina,Action|Horror|Sci-Fi|Thriller,Uriel Pharmacy Inc.,944,http://dummyimage.com/132x100.png/cc0000/ffffff,3XL
945,Papio cynocephalus,Action|Crime|Drama,The Mentholatum Company,945,http://dummyimage.com/202x100.png/5fa2dd/ffffff,2XL
946,Vombatus ursinus,Action,"Mountain Top Labs, LLC",946,http://dummyimage.com/187x100.png/5fa2dd/ffffff,L
947,Megaderma spasma,Comedy|Crime,"Physicians Total Care, Inc.",947,http://dummyimage.com/159x100.png/ff4444/ffffff,XS
948,Macropus eugenii,Action|Comedy|Horror|Thriller,REMEDYREPACK INC.,948,http://dummyimage.com/110x100.png/dddddd/000000,S
949,Milvago chimachima,Horror|Sci-Fi,SUPERVALU INC.,949,http://dummyimage.com/168x100.png/dddddd/000000,2XL
950,Cebus apella,Drama,"Dolgencorp, Inc. (DOLLAR GENERAL & REXALL)",950,http://dummyimage.com/157x100.png/cc0000/ffffff,S
951,Cynictis penicillata,Comedy|Romance,State of Florida DOH Central Pharmacy,951,http://dummyimage.com/217x100.png/ff4444/ffffff,XL
952,Ictonyx striatus,Drama,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,952,http://dummyimage.com/130x100.png/dddddd/000000,M
953,Phalacrocorax carbo,Comedy|Romance,"Health-Tech, Inc.",953,http://dummyimage.com/132x100.png/dddddd/000000,XL
954,Geococcyx californianus,Comedy|Crime|Mystery,"SHISEIDO CO., LTD.",954,http://dummyimage.com/153x100.png/cc0000/ffffff,3XL
955,Phascolarctos cinereus,Comedy,Stratus Pharmaceuticals,955,http://dummyimage.com/125x100.png/5fa2dd/ffffff,XL
956,Crotalus triseriatus,Documentary,RAANI CORPORATION,956,http://dummyimage.com/118x100.png/dddddd/000000,S
957,Agama sp.,Adventure|Children,"Native Remedies, LLC",957,http://dummyimage.com/131x100.png/cc0000/ffffff,XS
958,Thylogale stigmatica,Comedy,Teva Pharmaceuticals USA Inc,958,http://dummyimage.com/193x100.png/5fa2dd/ffffff,XS
959,Chauna torquata,Comedy|War,NARS Cosmetics,959,http://dummyimage.com/174x100.png/dddddd/000000,XL
960,Pelecans onocratalus,Adventure|Horror|Thriller,"Safeway, Inc.",960,http://dummyimage.com/210x100.png/5fa2dd/ffffff,2XL
961,Choloepus hoffmani,Adventure,"Safetec of America, Inc.",961,http://dummyimage.com/211x100.png/ff4444/ffffff,M
962,Dasyurus maculatus,Children|Comedy|Fantasy,Western Family Foods Inc,962,http://dummyimage.com/148x100.png/cc0000/ffffff,S
963,Struthio camelus,Comedy|Drama,Dr. Reddy's Laboratories Ltd,963,http://dummyimage.com/134x100.png/cc0000/ffffff,2XL
964,Caiman crocodilus,(no genres listed),"Nexgen Pharma, Inc.",964,http://dummyimage.com/154x100.png/ff4444/ffffff,2XL
965,Leptoptilos crumeniferus,Adventure|Drama,Oral BioTech,965,http://dummyimage.com/105x100.png/5fa2dd/ffffff,M
966,Mazama americana,Crime|Drama,Lake Erie Medical DBA Quality Care Products LLC,966,http://dummyimage.com/100x100.png/ff4444/ffffff,3XL
967,Naja sp.,Comedy|Sci-Fi|Thriller,"Nelco Laboratories, Inc.",967,http://dummyimage.com/110x100.png/ff4444/ffffff,XL
968,Sciurus vulgaris,Western,Apollo Health and Beauty Care,968,http://dummyimage.com/164x100.png/dddddd/000000,M
969,Cynomys ludovicianus,Drama,State of Florida DOH Central Pharmacy,969,http://dummyimage.com/141x100.png/5fa2dd/ffffff,2XL
970,Anitibyx armatus,Drama|Fantasy,Clinical Solutions Wholesale,970,http://dummyimage.com/126x100.png/cc0000/ffffff,XS
971,Colobus guerza,Comedy,"Aphena Pharma Solutions - Tennessee, LLC",971,http://dummyimage.com/139x100.png/dddddd/000000,2XL
972,Crocuta crocuta,Drama,Amneal Pharmaceuticals,972,http://dummyimage.com/149x100.png/cc0000/ffffff,XS
973,Corvus albicollis,Comedy,"G&W Laboratories, Inc.",973,http://dummyimage.com/231x100.png/ff4444/ffffff,XS
974,Threskionis aethiopicus,Crime|Horror|Thriller,CVS Pharmacy,974,http://dummyimage.com/215x100.png/dddddd/000000,L
975,Felis concolor,Comedy|Romance,Chain Drug Market Asociation,975,http://dummyimage.com/192x100.png/cc0000/ffffff,XL
976,Ardea golieth,Drama,Ventura International LTD,976,http://dummyimage.com/194x100.png/dddddd/000000,XS
977,Grus antigone,Documentary,"US MedSource, LLC",977,http://dummyimage.com/115x100.png/dddddd/000000,S
978,Centrocercus urophasianus,Drama,Rebel Distributors Corp,978,http://dummyimage.com/235x100.png/cc0000/ffffff,M
979,Sylvilagus floridanus,Comedy|Drama|Romance,"Par Pharmaceutical Companies, Inc.",979,http://dummyimage.com/109x100.png/5fa2dd/ffffff,M
980,Globicephala melas,Adventure,Cardinal Health,980,http://dummyimage.com/117x100.png/5fa2dd/ffffff,L
981,Pterocles gutturalis,Comedy,CVS Pharmacy,981,http://dummyimage.com/121x100.png/cc0000/ffffff,XL
982,Phascolarctos cinereus,Children|Comedy,Procter & Gamble Manufacturing Company,982,http://dummyimage.com/165x100.png/dddddd/000000,XS
983,Trichechus inunguis,Documentary,Beiersdorf Inc,983,http://dummyimage.com/192x100.png/dddddd/000000,S
984,Bassariscus astutus,Drama,"Akorn, Inc.",984,http://dummyimage.com/106x100.png/5fa2dd/ffffff,XS
985,Cacatua tenuirostris,Drama,WAL-MART STORES INC,985,http://dummyimage.com/118x100.png/5fa2dd/ffffff,XL
986,Tayassu tajacu,Comedy,"CodaDose, Inc.",986,http://dummyimage.com/228x100.png/dddddd/000000,2XL
987,Lybius torquatus,Comedy,Carilion Materials Management,987,http://dummyimage.com/105x100.png/ff4444/ffffff,M
988,Milvus migrans,Adventure|Drama|Fantasy,McKesson (Sunmark),988,http://dummyimage.com/120x100.png/dddddd/000000,S
989,Dasyurus maculatus,Animation|Drama,"Nelco Laboratories, Inc.",989,http://dummyimage.com/143x100.png/dddddd/000000,3XL
990,Ciconia ciconia,Animation|Comedy|Sci-Fi,REMEDYREPACK INC.,990,http://dummyimage.com/247x100.png/cc0000/ffffff,XS
991,Felis caracal,Drama|Romance,Access Business Group,991,http://dummyimage.com/126x100.png/ff4444/ffffff,XS
992,Tamiasciurus hudsonicus,Drama|Mystery,"Golden State Medical Supply, Inc",992,http://dummyimage.com/191x100.png/cc0000/ffffff,3XL
993,Spermophilus richardsonii,Action|Drama|Thriller,"Deb USA, Inc.",993,http://dummyimage.com/124x100.png/5fa2dd/ffffff,3XL
994,Boa caninus,Comedy|Romance,"Breckenridge Pharmaceutical, Inc.",994,http://dummyimage.com/202x100.png/ff4444/ffffff,XL
995,Antilocapra americana,Comedy|Mystery,Major Pharmaceuticals,995,http://dummyimage.com/103x100.png/ff4444/ffffff,M
996,Colobus guerza,Horror|Thriller,BJWC,996,http://dummyimage.com/123x100.png/dddddd/000000,M
997,Sterna paradisaea,Adventure|Drama,Deseret Biologicals,997,http://dummyimage.com/171x100.png/ff4444/ffffff,XS
998,Cercatetus concinnus,Drama,"Carver Korea Co.,Ltd",998,http://dummyimage.com/213x100.png/5fa2dd/ffffff,XS
999,Macaca mulatta,Action|Adventure|Sci-Fi|Thriller|IMAX,SHISEIDO AMERICA INC.,999,http://dummyimage.com/212x100.png/5fa2dd/ffffff,S
1000,Spizaetus coronatus,Drama,West-ward Pharmaceutical Corp,1000,http://dummyimage.com/246x100.png/dddddd/000000,S
